YEAR,CAR NAME,MODEL,ENGINE SIZE,CYLINDERS,FUEL TYPE,FUEL CONSUMPTION,CO2 EMISSIONS 
2008,LEXUS,GS 450H,3.5,6,Z,8.7,191
2008,LEXUS,GS 460,4.6,8,Z,12.4,242
2008,LEXUS,GX 470,4.7,8,Z,15.3,313
2008,LEXUS,IS 250,2.5,6,Z,9.8,193
2008,LEXUS,IS 250,2.5,6,Z,11.6,225
2008,LEXUS,IS 250 AWD,2.5,6,Z,10.5,212
2008,LEXUS,IS 350 AWD,3.5,6,Z,10.9,218
2008,LEXUS,IS F,5,8,Z,13.1,253
2008,LEXUS,LS 460,4.6,8,Z,12.9,248
2008,LEXUS,LS 460 L,4.6,8,Z,12.9,248
2008,LEXUS,LS 600hL AWD,5,8,Z,10.6,228
2008,LEXUS,LX 570,5.7,8,Z,17.1,334
2008,LEXUS,RX 350 4WD,3.5,6,Z,12.4,251
2008,LEXUS,RX 400H 4WD,3.3,6,Z,7.8,186
2008,LEXUS,SC 430,4.3,8,Z,12.9,253
2008,LINCOLN,MARK LT 4X4,5.4,8,X,17,340
2008,LINCOLN,MKX,3.5,6,X,12.8,248
2008,LINCOLN,MKX AWD,3.5,6,X,13.6,267
2008,LINCOLN,MKZ,3.5,6,X,11.6,218
2008,LINCOLN,MKZ AWD,3.5,6,X,12.7,246
2008,LINCOLN,TOWN CAR,4.6,8,X,13.8,269
2008,LINCOLN,TOWN CAR FFV,4.6,8,X,14.1,269
2008,LINCOLN,TOWN CAR FFV,4.6,8,E,18.4,251
2008,MASERATI,GRANTURISMO,4.2,8,Z,16.7,329
2008,MASERATI,QUATTROPORTE,4.2,8,Z,18.1,356
2008,MAZDA,B2300,2.3,4,X,11.2,228
2008,MAZDA,B2300,2.3,4,X,9.9,202
2008,MAZDA,B3000,3,6,X,14.4,285
2008,MAZDA,B3000,3,6,X,13.3,267
2008,MAZDA,B4000,4,6,X,13.9,281
2008,MAZDA,B4000 4X4,4,6,X,15.7,320
2008,MAZDA,B4000 4X4,4,6,X,14.4,294
2008,MAZDA,CX-7 4X4 TURBO,2.3,4,Z,12.7,255
2008,MAZDA,CX-7 TURBO,2.3,4,Z,12.4,246
2008,MAZDA,CX-9,3.7,6,X,13.2,260
2008,MAZDA,CX-9 4X4,3.7,6,X,14,276
2008,MAZDA,MAZDA3,2,4,X,9.1,182
2008,MAZDA,MAZDA3,2,4,X,8.4,170
2008,MAZDA,MAZDA3,2.3,4,X,9.4,191
2008,MAZDA,MAZDA3,2.3,4,X,9.2,186
2008,MAZDA,MAZDA5,2.3,4,X,9.9,200
2008,MAZDA,MAZDA5,2.3,4,X,9.6,193
2008,MAZDA,MAZDA6,2.3,4,X,9.9,198
2008,MAZDA,MAZDA6,2.3,4,X,10.1,200
2008,MAZDA,MAZDA6,3,6,X,11.9,232
2008,MAZDA,MAZDA6,3,6,X,12.2,237
2008,MAZDA,MAZDASPEED 3 TURBO,2.3,4,Z,11.8,228
2008,MAZDA,MX-5,2,4,Z,10.5,207
2008,MAZDA,MX-5,2,4,Z,9.5,196
2008,MAZDA,MX-5,2,4,Z,9.8,200
2008,MAZDA,RX-8,1.3,2,Z,12.9,253
2008,MAZDA,RX-8,1.3,2,Z,12.8,258
2008,MAZDA,TRIBUTE,2.3,4,X,10.3,209
2008,MAZDA,TRIBUTE,2.3,4,X,9.4,193
2008,MAZDA,TRIBUTE,3,6,X,11.7,232
2008,MAZDA,TRIBUTE AWD,2.3,4,X,10.9,225
2008,MAZDA,TRIBUTE AWD,3,6,X,12.5,248
2008,MERCEDES-BENZ,B 200,2,4,Z,9.2,191
2008,MERCEDES-BENZ,B 200,2,4,Z,9.2,186
2008,MERCEDES-BENZ,B 200 TURBO,2,4,Z,9.5,198
2008,MERCEDES-BENZ,B 200 TURBO,2,4,Z,10.3,202
2008,MERCEDES-BENZ,C 230,2.5,6,Z,11.5,223
2008,MERCEDES-BENZ,C 230,2.5,6,Z,11.8,225
2008,MERCEDES-BENZ,C 230 4MATIC,2.5,6,Z,11.9,232
2008,MERCEDES-BENZ,C 300,3,6,Z,11.7,228
2008,MERCEDES-BENZ,C 300 4MATIC,3,6,Z,12,235
2008,MERCEDES-BENZ,C 300 FFV,3,6,Z,11.7,228
2008,MERCEDES-BENZ,C 300 FFV,3,6,E,15.9,216
2008,MERCEDES-BENZ,C 350,3.5,6,Z,12.2,237
2008,MERCEDES-BENZ,C 350 4MATIC,3.5,6,Z,12.5,244
2008,MERCEDES-BENZ,C 63 AMG,6.2,8,Z,18,338
2008,MERCEDES-BENZ,CL 550,5.5,8,Z,15.1,288
2008,MERCEDES-BENZ,CL 600 TURBO,5.5,12,Z,19.2,368
2008,MERCEDES-BENZ,CL 63 AMG,6.2,8,Z,18.7,352
2008,MERCEDES-BENZ,CL 65 AMG TURBO,6,12,Z,19.1,363
2008,MERCEDES-BENZ,CLK 350 CONVERTIBLE,3.5,6,Z,12.3,237
2008,MERCEDES-BENZ,CLK 350 COUPE,3.5,6,Z,12.3,237
2008,MERCEDES-BENZ,CLK 550 CONVERTIBLE,5.5,8,Z,14.5,281
2008,MERCEDES-BENZ,CLK 550 COUPE,5.5,8,Z,14.4,276
2008,MERCEDES-BENZ,CLK 63 AMG CONVERTIBLE,6.2,8,Z,18.4,345
2008,MERCEDES-BENZ,CLS 550,5.5,8,Z,15.1,290
2008,MERCEDES-BENZ,CLS 63 AMG,6.2,8,Z,17.7,340
2008,MERCEDES-BENZ,E 300 4MATIC,3,6,Z,12.4,248
2008,MERCEDES-BENZ,E 320 BLUETEC TURBO,3,6,D,9,208
2008,MERCEDES-BENZ,E 350 4MATIC,3.5,6,Z,12.9,258
2008,MERCEDES-BENZ,E 350 4MATIC WAGON,3.5,6,Z,13.3,267
2008,MERCEDES-BENZ,E 550 4MATIC,5.5,8,Z,15.8,308
2008,MERCEDES-BENZ,E 63 AMG SEDAN,6.2,8,Z,17.2,329
2008,MERCEDES-BENZ,G 500,5,8,Z,18.4,373
2008,MERCEDES-BENZ,G 55 AMG KOMPRESSOR #,5.4,8,Z,19.8,405
2008,MERCEDES-BENZ,GL 320 CDI 4MATIC TURBO,3,6,D,11.5,273
2008,MERCEDES-BENZ,GL 450 4MATC,4.7,8,Z,15.8,315
2008,MERCEDES-BENZ,GL 550 4MATIC,5.5,8,Z,16.6,331
2008,MERCEDES-BENZ,MAYBACH 57 TURBO,5.5,12,Z,21.1,400
2008,MERCEDES-BENZ,MAYBACH 57S TURBO,6,12,Z,21.2,402
2008,MERCEDES-BENZ,MAYBACH 62 TURBO,5.5,12,Z,21.1,400
2008,MERCEDES-BENZ,MAYBACH 62S TURBO,6,12,Z,21.2,402
2008,MERCEDES-BENZ,ML 320 CDI 4MATIC TURBO,3,6,D,11.3,270
2008,MERCEDES-BENZ,ML 350 4MATIC,3.5,6,Z,14.2,285
2008,MERCEDES-BENZ,ML 550 4MATIC,5.5,8,Z,16,317
2008,MERCEDES-BENZ,ML 63 AMG,6.2,8,Z,20.1,398
2008,MERCEDES-BENZ,R 320 CDI 4MATIC TURBO,3,6,D,11.3,267
2008,MERCEDES-BENZ,R 350 4MATIC,3.5,6,Z,14.4,290
2008,MERCEDES-BENZ,R 550 4MATIC,5.5,8,Z,16.1,320
2008,MERCEDES-BENZ,S 450 4MATIC,4.7,8,Z,14.4,278
2008,MERCEDES-BENZ,S 550,5.5,8,Z,15.2,290
2008,MERCEDES-BENZ,S 550 4 MATIC,5.5,8,Z,15.4,294
2008,MERCEDES-BENZ,S 600 TURBO,5.5,12,Z,18.9,359
2008,MERCEDES-BENZ,S 63 AMG,6.2,8,Z,18.9,359
2008,MERCEDES-BENZ,S 65 AMG TURBO,6,12,Z,19.4,368
2008,MERCEDES-BENZ,SL 55 AMG #,5.4,8,Z,17.4,340
2008,MERCEDES-BENZ,SL 550,5.5,8,Z,15.6,297
2008,MERCEDES-BENZ,SL 600 TURBO,5.5,12,Z,18.5,352
2008,MERCEDES-BENZ,SL 65 AMG TURBO,6,12,Z,18.5,350
2008,MERCEDES-BENZ,SLK 280,3,6,Z,11.9,235
2008,MERCEDES-BENZ,SLK 280,3,6,Z,12,235
2008,MERCEDES-BENZ,SLK 350,3.5,6,Z,12.3,246
2008,MERCEDES-BENZ,SLK 350,3.5,6,Z,12.7,251
2008,MERCEDES-BENZ,SLK 55 AMG,5.4,8,Z,15,292
2008,MERCEDES-BENZ,SLR MCLAREN #,5.4,8,Z,17.4,350
2008,MINI,COOPER,1.6,4,Z,7.9,159
2008,MINI,COOPER,1.6,4,Z,7.1,145
2008,MINI,COOPER CLUBMAN,1.6,4,Z,7.9,159
2008,MINI,COOPER CLUBMAN,1.6,4,Z,7.1,145
2008,MINI,COOPER CONVERTIBLE,1.6,4,Z,9.2,186
2008,MINI,COOPER CONVERTIBLE,1.6,4,Z,9,177
2008,MINI,COOPER S,1.6,4,Z,8.7,175
2008,MINI,COOPER S,1.6,4,Z,7.7,156
2008,MINI,COOPER S CLUBMAN,1.6,4,Z,8.7,175
2008,MINI,COOPER S CLUBMAN,1.6,4,Z,7.7,156
2008,MINI,COOPER S CONVERTIBLE,1.6,4,Z,10.7,207
2008,MINI,COOPER S CONVERTIBLE,1.6,4,Z,9.6,191
2008,MITSUBISHI,ECLIPSE,2.4,4,X,10.6,212
2008,MITSUBISHI,ECLIPSE,2.4,4,X,10.5,207
2008,MITSUBISHI,ECLIPSE,3.8,6,Z,12.6,242
2008,MITSUBISHI,ECLIPSE,3.8,6,Z,13.1,248
2008,MITSUBISHI,ECLIPSE SPYDER,2.4,4,X,10.8,216
2008,MITSUBISHI,ECLIPSE SPYDER,2.4,4,X,10.5,207
2008,MITSUBISHI,ECLIPSE SPYDER,3.8,6,Z,12.6,242
2008,MITSUBISHI,ECLIPSE SPYDER,3.8,6,Z,13.1,248
2008,MITSUBISHI,ENDEAVOR,3.8,6,Z,13.6,267
2008,MITSUBISHI,ENDEAVOR AWD,3.8,6,Z,14.2,285
2008,MITSUBISHI,LANCER,2,4,X,9.6,193
2008,MITSUBISHI,LANCER,2,4,X,9.5,193
2008,MITSUBISHI,LANCER,2,4,X,9.7,189
2008,MITSUBISHI,LANCER EVOLUTION,2,4,Z,12.2,248
2008,MITSUBISHI,LANCER EVOLUTION,2,4,Z,12.9,255
2008,MITSUBISHI,OUTLANDER,2.4,4,X,10.2,212
2008,MITSUBISHI,OUTLANDER 4X4,2.4,4,X,10.4,214
2008,MITSUBISHI,OUTLANDER 4X4,3,6,X,12.3,244
2008,NISSAN,350Z,3.5,6,Z,12.2,242
2008,NISSAN,350Z,3.5,6,Z,12,237
2008,NISSAN,350Z ROADSTER,3.5,6,Z,12.4,246
2008,NISSAN,350Z ROADSTER,3.5,6,Z,12.1,237
2008,NISSAN,ALTIMA,2.5,4,X,8.9,177
2008,NISSAN,ALTIMA,2.5,4,X,8.9,175
2008,NISSAN,ALTIMA,3.5,6,Z,10.5,212
2008,NISSAN,ALTIMA,3.5,6,Z,11.2,218
2008,NISSAN,ALTIMA COUPE,2.5,4,X,8.9,177
2008,NISSAN,ALTIMA COUPE,2.5,4,X,8.9,175
2008,NISSAN,ALTIMA COUPE,3.5,6,Z,10.5,212
2008,NISSAN,ALTIMA COUPE,3.5,6,Z,11.2,218
2008,NISSAN,ALTIMA HYBRID,2.5,4,X,5.6,133
2008,NISSAN,ARMADA 4X4,5.6,8,X,18.1,350
2008,NISSAN,FRONTIER,2.5,4,X,12.6,253
2008,NISSAN,FRONTIER,2.5,4,X,10.7,225
2008,NISSAN,FRONTIER,4,6,X,14.4,288
2008,NISSAN,FRONTIER,4,6,X,13.5,276
2008,NISSAN,FRONTIER 4X4,4,6,X,14.8,297
2008,NISSAN,FRONTIER 4X4,4,6,X,13.8,281
2008,NISSAN,MAXIMA,3.5,6,Z,11.1,223
2008,NISSAN,PATHFINDER 4X4,4,6,Z,15.1,299
2008,NISSAN,PATHFINDER 4X4,5.6,8,Z,17.1,334
2008,NISSAN,QUEST,3.5,6,Z,12.9,251
2008,NISSAN,ROGUE,2.5,4,X,9.1,191
2008,NISSAN,ROGUE AWD,2.5,4,X,9.5,200
2008,NISSAN,SENTRA,2,4,X,8.2,166
2008,NISSAN,SENTRA,2,4,X,8.3,172
2008,NISSAN,SENTRA,2.5,4,X,8.6,177
2008,NISSAN,SENTRA,2.5,4,Z,9.8,196
2008,NISSAN,TITAN,5.6,8,X,17.1,336
2008,NISSAN,TITAN 4X4,5.6,8,X,18,354
2008,NISSAN,VERSA,1.8,4,X,8.5,170
2008,NISSAN,VERSA,1.8,4,X,7.5,156
2008,NISSAN,VERSA,1.8,4,X,7.9,166
2008,NISSAN,XTERRA 4X4,4,6,X,14.6,290
2008,NISSAN,XTERRA 4X4,4,6,X,13.5,276
2008,PONTIAC,G5,2.2,4,X,9.2,184
2008,PONTIAC,G5,2.2,4,X,9.2,177
2008,PONTIAC,G5,2.4,4,Z,9.4,184
2008,PONTIAC,G5,2.4,4,Z,9.3,182
2008,PONTIAC,G6,2.4,4,X,9.6,189
2008,PONTIAC,G6,3.5,6,X,11.5,221
2008,PONTIAC,G6,3.5,6,X,12.3,235
2008,PONTIAC,G6,3.6,6,X,12.2,235
2008,PONTIAC,G6 CONVERTIBLE,3.5,6,X,12.3,235
2008,PONTIAC,G6 CONVERTIBLE,3.9,6,X,13.8,267
2008,PONTIAC,GRAND PRIX,3.8,6,X,11.8,223
2008,PONTIAC,GRAND PRIX,5.3,8,Z,12.9,244
2008,PONTIAC,MONTANA SV6,3.9,6,X,13.1,255
2008,PONTIAC,MONTANA SV6 FFV,3.9,6,X,13.1,255
2008,PONTIAC,MONTANA SV6 FFV,3.9,6,E,17.8,238
2008,PONTIAC,SOLSTICE,2.4,4,Z,10.8,223
2008,PONTIAC,SOLSTICE,2.4,4,Z,11.1,223
2008,PONTIAC,SOLSTICE TURBO,2,4,Z,11.2,221
2008,PONTIAC,SOLSTICE TURBO,2,4,Z,10.8,209
2008,PONTIAC,TORRENT,3.4,5,X,12.2,239
2008,PONTIAC,TORRENT,3.6,6,X,13,251
2008,PONTIAC,TORRENT AWD,3.4,5,X,12.5,246
2008,PONTIAC,TORRENT AWD,3.6,6,X,13,251
2008,PONTIAC,VIBE,1.8,4,X,8.2,168
2008,PONTIAC,VIBE,1.8,4,X,7.9,161
2008,PONTIAC,WAVE,1.6,4,X,9,179
2008,PONTIAC,WAVE,1.6,4,X,8.7,170
2008,PONTIAC,WAVE 5,1.6,4,X,9,179
2008,PONTIAC,WAVE 5,1.6,4,X,8.7,170
2008,PORSCHE,911 GT3,3.6,6,Z,14,269
2008,PORSCHE,911 GT3 RS,3.6,6,Z,13.6,264
2008,PORSCHE,911 TURBO,3.6,6,Z,13.8,262
2008,PORSCHE,911 TURBO,3.6,6,Z,13.3,255
2008,PORSCHE,911 TURBO CABRIOLET,3.6,6,Z,14,269
2008,PORSCHE,911 TURBO CABRIOLET,3.6,6,Z,13.6,260
2008,PORSCHE,BOXSTER,2.7,6,Z,11,218
2008,PORSCHE,BOXSTER,2.7,6,Z,10.1,200
2008,PORSCHE,BOXSTER,2.7,6,Z,10.9,209
2008,PORSCHE,BOXSTER S,3.4,6,Z,11.6,228
2008,PORSCHE,BOXSTER S,3.4,6,Z,11.8,228
2008,PORSCHE,CARRERA 2 CABRIOLET,3.6,6,Z,11.9,235
2008,PORSCHE,CARRERA 2 CABRIOLET,3.6,6,Z,11.8,230
2008,PORSCHE,CARRERA 2 COUPE,3.6,6,Z,11.9,235
2008,PORSCHE,CARRERA 2 COUPE,3.6,6,Z,11.8,230
2008,PORSCHE,CARRERA 2S CABRIOLET,3.8,6,Z,11.9,237
2008,PORSCHE,CARRERA 2S CABRIOLET,3.8,6,Z,12.5,242
2008,PORSCHE,CARRERA 2S COUPE,3.8,6,Z,11.9,237
2008,PORSCHE,CARRERA 2S COUPE,3.8,6,Z,12.5,242
2008,PORSCHE,CARRERA 4 CABRIOLET,3.6,6,Z,12.4,244
2008,PORSCHE,CARRERA 4 CABRIOLET,3.6,6,Z,12.3,239
2008,PORSCHE,CARRERA 4 COUPE,3.6,6,Z,12.4,244
2008,PORSCHE,CARRERA 4 COUPE,3.6,6,Z,12.3,239
2008,PORSCHE,CARRERA 4 TARGA,3.6,6,Z,12.4,244
2008,PORSCHE,CARRERA 4 TARGA,3.6,6,Z,12.4,239
2008,PORSCHE,CARRERA 4S CABRIOLET,3.8,6,Z,12.3,244
2008,PORSCHE,CARRERA 4S CABRIOLET,3.8,6,Z,12.9,248
2008,PORSCHE,CARRERA 4S COUPE,3.8,6,Z,12.3,244
2008,PORSCHE,CARRERA 4S COUPE,3.8,6,Z,12.9,248
2008,PORSCHE,CARRERA 4S TARGA,3.8,6,Z,12.3,244
2008,PORSCHE,CARRERA 4S TARGA,3.8,6,Z,12.9,248
2008,PORSCHE,CAYENNE,3.6,6,Z,14.6,288
2008,PORSCHE,CAYENNE,3.6,6,Z,15.4,297
2008,PORSCHE,CAYENNE S,4.8,8,Z,16.3,315
2008,PORSCHE,CAYENNE TURBO,4.8,8,Z,18,338
2008,PORSCHE,CAYMAN,2.7,6,Z,11,218
2008,PORSCHE,CAYMAN,2.7,6,Z,10.1,200
2008,PORSCHE,CAYMAN,2.7,6,Z,10.9,209
2008,PORSCHE,CAYMAN S,3.4,6,Z,11.6,228
2008,PORSCHE,CAYMAN S,3.4,6,Z,11.8,228
2008,ROLLS-ROYCE,PHANTOM,6.7,12,Z,18.1,347
2008,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,Z,18.1,347
2008,ROLLS-ROYCE,PHANTOM EWB,6.7,12,Z,18.1,347
2008,SAAB,9-3 CONVERTIBLE TURBO,2,4,Z,11.8,232
2008,SAAB,9-3 CONVERTIBLE TURBO,2,4,Z,11.3,218
2008,SAAB,9-3 CONVERTIBLE TURBO,2.8,6,Z,14.5,269
2008,SAAB,9-3 CONVERTIBLE TURBO,2.8,6,Z,13.3,248
2008,SAAB,9-3 SPORT SEDAN AWD TURBO,2.8,6,Z,13.6,258
2008,SAAB,9-3 SPORT SEDAN AWD TURBO,2.8,6,Z,13.5,255
2008,SAAB,9-3 SPORT SEDAN TURBO,2,4,Z,11.1,221
2008,SAAB,9-3 SPORT SEDAN TURBO,2,4,Z,10.7,207
2008,SAAB,9-3 SPORT SEDAN TURBO,2.8,6,Z,14.5,269
2008,SAAB,9-3 SPORT SEDAN TURBO,2.8,6,Z,13.3,248
2008,SAAB,9-3 SPORTCOMBI AWD TURBO,2.8,6,Z,13.6,258
2008,SAAB,9-3 SPORTCOMBI AWD TURBO,2.8,6,Z,13.5,255
2008,SAAB,9-3 SPORTCOMBI TURBO,2,4,Z,11.8,232
2008,SAAB,9-3 SPORTCOMBI TURBO,2,4,Z,10.7,207
2008,SAAB,9-3 SPORTCOMBI TURBO,2.8,6,Z,14.5,269
2008,SAAB,9-3 SPORTCOMBI TURBO,2.8,6,Z,13.3,248
2008,SAAB,9-5 SEDAN TURBO,2.3,4,Z,12.4,235
2008,SAAB,9-5 SEDAN TURBO,2.3,4,Z,11.6,221
2008,SAAB,9-5 SPORTCOMBI TURBO,2.3,4,Z,12.4,235
2008,SAAB,9-5 SPORTCOMBI TURBO,2.3,4,Z,11.6,221
2008,SAAB,9-7X AWD,4.2,6,X,15.3,299
2008,SAAB,9-7X AWD,5.3,8,X,14.7,294
2008,SAAB,9-7X AWD,6,8,Z,18.1,363
2008,SATURN,ASTRA,1.8,4,X,8.4,175
2008,SATURN,ASTRA,1.8,4,X,8.5,170
2008,SATURN,AURA,2.4,4,X,9.6,189
2008,SATURN,AURA,3.5,6,X,11.5,221
2008,SATURN,AURA,3.6,6,X,12.2,235
2008,SATURN,AURA HYBRID,2.4,4,X,8.5,172
2008,SATURN,OUTLOOK,3.6,6,X,13,251
2008,SATURN,OUTLOOK AWD,3.6,6,X,13.5,264
2008,SATURN,SKY,2.4,4,Z,10.8,223
2008,SATURN,SKY,2.4,4,Z,11.1,223
2008,SATURN,SKY TURBO,2,4,Z,11.2,221
2008,SATURN,SKY TURBO,2,4,Z,10.8,209
2008,SATURN,VUE,2.4,4,X,11,216
2008,SATURN,VUE,3.6,6,X,12.7,251
2008,SATURN,VUE,3.6,6,X,13,251
2008,SATURN,VUE AWD,3.5,6,X,13.3,260
2008,SATURN,VUE AWD,3.6,6,X,13.2,260
2008,SATURN,VUE AWD,3.6,6,X,13.1,258
2008,SATURN,VUE HYBRID,2.4,4,X,8.2,168
2008,SMART,FORTWO CONVERTIBLE,1,3,Z,5.9,124
2008,SMART,FORTWO COUPE,1,3,Z,5.9,124
2008,SUBARU,FORESTER 2.5X,2.5,4,X,10.4,212
2008,SUBARU,FORESTER 2.5X,2.5,4,X,10.6,209
2008,SUBARU,FORESTER 2.5XS,2.5,4,X,10.4,212
2008,SUBARU,FORESTER 2.5XS,2.5,4,X,10.6,209
2008,SUBARU,FORESTER 2.5XT,2.5,4,Z,11.5,235
2008,SUBARU,FORESTER 2.5XT,2.5,4,Z,11.2,223
2008,SUBARU,IMPREZA 2.5i,2.5,4,X,10.4,209
2008,SUBARU,IMPREZA 2.5i,2.5,4,X,10.6,209
2008,SUBARU,IMPREZA WRX,2.5,4,Z,10.6,216
2008,SUBARU,IMPREZA WRX,2.5,4,Z,11.2,223
2008,SUBARU,IMPREZA WRX STI,2.5,4,Z,12.2,244
2008,SUBARU,LEGACY 2.5GT LTD,2.5,4,Z,11.9,237
2008,SUBARU,LEGACY 2.5GT LTD,2.5,4,Z,11.2,223
2008,SUBARU,LEGACY 2.5GT LTD WAGON,2.5,4,Z,11.9,237
2008,SUBARU,LEGACY 2.5GT LTD WAGON,2.5,4,Z,11.2,223
2008,SUBARU,LEGACY 2.5GT SPEC B,2.5,4,Z,12.3,239
2008,SUBARU,LEGACY 2.5i,2.5,4,X,10.4,209
2008,SUBARU,LEGACY 2.5i,2.5,4,X,10.6,209
2008,SUBARU,LEGACY 2.5i LTD,2.5,4,X,10.4,209
2008,SUBARU,LEGACY 2.5i LTD,2.5,4,X,10.6,209
2008,SUBARU,LEGACY 2.5i LTD WAGON,2.5,4,X,10.4,209
2008,SUBARU,LEGACY 2.5i LTD WAGON,2.5,4,X,10.6,209
2008,SUBARU,LEGACY 2.5i WAGON,2.5,4,X,10.4,209
2008,SUBARU,LEGACY 2.5i WAGON,2.5,4,X,10.6,209
2008,SUBARU,OUTBACK 2.5XT LTD WAGON,2.5,4,Z,11.8,237
2008,SUBARU,OUTBACK 2.5XT LTD WAGON,2.5,4,Z,11.7,235
2008,SUBARU,OUTBACK 3.0R WAGON,3,6,Z,12.1,237
2008,SUBARU,OUTBACK LTD WAGON,2.5,4,X,10.5,209
2008,SUBARU,OUTBACK LTD WAGON,2.5,4,X,10.7,216
2008,SUBARU,OUTBACK WAGON,2.5,4,X,10.5,209
2008,SUBARU,OUTBACK WAGON,2.5,4,X,10.7,216
2008,SUBARU,TRIBECA AWD,3.6,6,X,13.2,264
2008,SUZUKI,GRAND VITARA 4X4,2.7,6,X,12.4,253
2008,SUZUKI,GRAND VITARA 4X4,2.7,6,X,13,262
2008,SUZUKI,SWIFT+,1.6,4,X,9,179
2008,SUZUKI,SWIFT+,1.6,4,X,8.7,172
2008,SUZUKI,SX4,2,4,X,9,179
2008,SUZUKI,SX4,2,4,X,9.2,184
2008,SUZUKI,SX4 JX,2,4,X,9.2,186
2008,SUZUKI,SX4 JX,2,4,X,9.5,191
2008,SUZUKI,SX4 JX/JLX AWD,2,4,X,9.9,198
2008,SUZUKI,SX4 JX/JLX AWD,2,4,X,9.9,200
2008,SUZUKI,SX4 SEDAN,2,4,X,9,179
2008,SUZUKI,SX4 SEDAN,2,4,X,9.2,184
2008,SUZUKI,SX4 SEDAN SPORT,2,4,X,9.2,186
2008,SUZUKI,SX4 SEDAN SPORT,2,4,X,9.5,191
2008,SUZUKI,XL7,3.6,6,X,12.9,258
2008,SUZUKI,XL7 AWD,3.6,6,X,13.7,269
2008,TOYOTA,4RUNNER 4WD,4,6,X,13.6,278
2008,TOYOTA,4RUNNER 4WD,4.7,8,X,15,308
2008,TOYOTA,AVALON,3.5,6,X,10.7,207
2008,TOYOTA,CAMRY,2.4,4,X,9.5,184
2008,TOYOTA,CAMRY,2.4,4,X,9.6,189
2008,TOYOTA,CAMRY,3.5,6,X,10.7,207
2008,TOYOTA,CAMRY HYBRID,2.4,4,X,5.7,131
2008,TOYOTA,CAMRY SOLARA,3.3,6,X,11.5,221
2008,TOYOTA,CAMRY SOLARA CONVERTIBLE,3.3,6,X,11.6,225
2008,TOYOTA,COROLLA,1.8,4,X,7.8,156
2008,TOYOTA,COROLLA,1.8,4,X,7.1,145
2008,TOYOTA,COROLLA MATRIX,1.8,4,X,8.3,170
2008,TOYOTA,COROLLA MATRIX,1.8,4,X,8,163
2008,TOYOTA,FJ CRUISER 4WD,4,6,Z,13.6,278
2008,TOYOTA,FJ CRUISER 4WD,4,6,Z,14.5,297
2008,TOYOTA,HIGHLANDER 4WD,3.5,6,X,12.3,248
2008,TOYOTA,HIGHLANDER HYBRID 4WD,3.3,6,X,7.4,177
2008,TOYOTA,PRIUS,1.5,4,X,4,94
2008,TOYOTA,RAV4 4WD,2.4,4,X,10.1,207
2008,TOYOTA,RAV4 4WD,3.5,6,X,11.1,221
2008,TOYOTA,SEQUOIA 4WD,4.7,8,X,16.1,331
2008,TOYOTA,SEQUOIA 4WD,5.7,8,X,16.3,322
2008,TOYOTA,SIENNA,3.5,6,X,11.7,232
2008,TOYOTA,SIENNA AWD,3.5,6,X,13.3,267
2008,TOYOTA,TACOMA,2.7,4,X,11.1,223
2008,TOYOTA,TACOMA,2.7,4,X,10.1,207
2008,TOYOTA,TACOMA,4,6,X,13.5,276
2008,TOYOTA,TACOMA 4WD,4,6,X,13.4,274
2008,TOYOTA,TACOMA 4WD,4,6,X,14.4,294
2008,TOYOTA,TUNDRA,4.7,8,X,15.5,317
2008,TOYOTA,TUNDRA,5.7,8,X,15.3,306
2008,TOYOTA,TUNDRA 4WD,4.7,8,X,16,329
2008,TOYOTA,TUNDRA 4WD,5.7,8,X,16.9,336
2008,TOYOTA,YARIS,1.5,4,X,7,147
2008,TOYOTA,YARIS,1.5,4,X,7,145
2008,VOLKSWAGEN,CITY GOLF,2,4,X,9.9,198
2008,VOLKSWAGEN,CITY GOLF,2,4,X,9.8,198
2008,VOLKSWAGEN,CITY JETTA,2,4,X,9.9,198
2008,VOLKSWAGEN,CITY JETTA,2,4,X,9.8,198
2008,VOLKSWAGEN,EOS,2,4,Z,9.7,191
2008,VOLKSWAGEN,EOS,2,4,Z,10.1,198
2008,VOLKSWAGEN,GTI,2,4,Z,9.3,189
2008,VOLKSWAGEN,GTI,2,4,Z,10.1,198
2008,VOLKSWAGEN,JETTA,2,4,Z,9.3,189
2008,VOLKSWAGEN,JETTA,2,4,Z,10.1,198
2008,VOLKSWAGEN,JETTA,2.5,5,X,10.6,207
2008,VOLKSWAGEN,JETTA,2.5,5,X,10.8,207
2008,VOLKSWAGEN,JETTA SPORTWAGON,2.5,5,X,10.6,207
2008,VOLKSWAGEN,JETTA SPORTWAGON,2.5,5,X,10.8,207
2008,VOLKSWAGEN,NEW BEETLE,2.5,5,X,10.4,202
2008,VOLKSWAGEN,NEW BEETLE,2.5,5,X,10.4,205
2008,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,5,X,10.5,205
2008,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,5,X,10.2,202
2008,VOLKSWAGEN,PASSAT,2,4,Z,10.8,209
2008,VOLKSWAGEN,PASSAT,2,4,Z,10.1,198
2008,VOLKSWAGEN,PASSAT 4MOTION,3.6,6,Z,12.8,248
